Date,Close
1/2/2019,8.05
1/3/2019,8.06
1/4/2019,8.23
1/7/2019,8.74
1/8/2019,8.56
1/9/2019,8.5
1/10/2019,8.94
1/11/2019,8.94
1/14/2019,8.9
1/15/2019,8.73
1/16/2019,8.98
1/17/2019,9.14
1/18/2019,9.06
1/22/2019,8.66
1/23/2019,8.73
1/24/2019,8.78
1/25/2019,9.16
1/28/2019,8.93
1/29/2019,8.9
1/30/2019,9.1
1/31/2019,10.16
2/1/2019,10.19
2/4/2019,10.21
2/5/2019,10.63
2/6/2019,10.47
2/7/2019,10.06
2/8/2019,9.81
2/11/2019,10.03
2/12/2019,9.98
2/13/2019,10.37
2/14/2019,10.04
2/15/2019,10.09
2/19/2019,10.13
2/20/2019,10.1
2/21/2019,10.03
2/22/2019,10.17
2/25/2019,10.82
2/26/2019,10.66
2/27/2019,10.88
2/28/2019,10.39
3/1/2019,10.27
3/4/2019,10.38
3/5/2019,9.89
3/6/2019,9.11
3/7/2019,9.45
3/8/2019,9.58
3/11/2019,9.9
3/12/2019,9.76
3/13/2019,10.02
3/14/2019,10.3
3/15/2019,9.96
3/18/2019,10.2
3/19/2019,10.19
3/20/2019,10.22
3/21/2019,10.27
3/22/2019,9.98
3/25/2019,9.88
3/26/2019,10.1
3/27/2019,9.96
3/28/2019,9.89
3/29/2019,9.99
4/1/2019,10.1
4/2/2019,10.24
4/3/2019,10.1
4/4/2019,10.03
4/5/2019,10.01
4/8/2019,9.49
4/9/2019,9.22
4/10/2019,9.16
4/11/2019,9.12
4/12/2019,9
4/15/2019,8.98
4/16/2019,9.14
4/17/2019,9.12
4/18/2019,9.35
4/22/2019,9.32
4/23/2019,9.33
4/24/2019,9.32
4/25/2019,9.12
4/26/2019,9.57
4/29/2019,9.73
4/30/2019,10.17
5/1/2019,10.1
5/2/2019,10.25
5/3/2019,10.5
5/6/2019,10.43
5/7/2019,10.11
5/8/2019,10.16
5/9/2019,10.04
5/10/2019,10.13
5/13/2019,9.87
5/14/2019,10.32
5/15/2019,10.26
5/16/2019,10.13
5/17/2019,10
5/20/2019,9.88
5/21/2019,9.96
5/22/2019,9.9
5/23/2019,9.56
5/24/2019,9.45
5/28/2019,9.36
5/29/2019,9.37
5/30/2019,9.47
5/31/2019,9.44
6/3/2019,9.53
6/4/2019,10
6/5/2019,9.89
6/6/2019,9.92
6/7/2019,9.98
6/10/2019,10.05
6/11/2019,10.12
6/12/2019,10.28
6/13/2019,10.31
6/14/2019,10.23
6/17/2019,10.05
6/18/2019,10.42
6/19/2019,10.34
6/20/2019,10.63
6/21/2019,10.48
6/24/2019,10.28
6/25/2019,10.22
6/26/2019,10.27
6/27/2019,10.4
6/28/2019,10.5
7/1/2019,10.63
7/2/2019,10.62
7/3/2019,10.61
7/5/2019,10.5
7/8/2019,10.2
7/9/2019,10.25
7/10/2019,10.2
7/11/2019,10.11
7/12/2019,10.37
7/15/2019,10.27
7/16/2019,10.38
7/17/2019,9.98
7/18/2019,10.06
7/19/2019,10.04
7/22/2019,10.21
7/23/2019,10.65
7/24/2019,10.68
7/25/2019,10.43
7/26/2019,10.51
7/29/2019,10.38
7/30/2019,10.52
7/31/2019,10.45
8/1/2019,10.08
8/2/2019,10
8/5/2019,9.66
8/6/2019,9.57
8/7/2019,9.46
8/8/2019,9.49
8/9/2019,9.15
8/12/2019,9.05
8/13/2019,9.35
8/14/2019,9.03
8/15/2019,8.01
8/16/2019,8.79
8/19/2019,8.67
8/20/2019,8.38
8/21/2019,8.16
8/22/2019,8.19
8/23/2019,7.97
8/26/2019,8.05
8/27/2019,7.93
8/28/2019,7.94
8/29/2019,8.11
8/30/2019,8.25
9/3/2019,8.33
9/4/2019,8.8
9/5/2019,8.81
9/6/2019,8.71
9/9/2019,8.96
9/10/2019,9.14
9/11/2019,9.36
9/12/2019,9.26
9/13/2019,9.34
9/16/2019,9.38
9/17/2019,9.36
9/18/2019,9.38
9/19/2019,9.42
9/20/2019,9.37
9/23/2019,9.34
9/24/2019,8.97
9/25/2019,9.16
9/26/2019,9.02
9/27/2019,9.04
9/30/2019,8.94
10/1/2019,8.61
10/2/2019,8.51
10/3/2019,8.71
10/4/2019,8.57
10/7/2019,8.56
10/8/2019,8.28
10/9/2019,8.35
10/10/2019,8.45
10/11/2019,8.8
10/14/2019,8.72
10/15/2019,8.89
10/16/2019,8.9
10/17/2019,9.04
10/18/2019,8.96
10/21/2019,8.79
10/22/2019,9.06
10/23/2019,9.14
10/24/2019,8.95
10/25/2019,9
10/28/2019,9.07
10/29/2019,9.07
10/30/2019,10.11
10/31/2019,9.98
11/1/2019,10.38
11/4/2019,10.93
11/5/2019,10.97
11/6/2019,11.02
11/7/2019,11.29
11/8/2019,11.52
11/11/2019,11.35
11/12/2019,11.42
11/13/2019,11.29
11/14/2019,11.29
11/15/2019,11.52
11/18/2019,11.44
11/19/2019,11.5
11/20/2019,11.39
11/21/2019,11.53
11/22/2019,11.55
11/25/2019,11.58
11/26/2019,11.35
11/27/2019,11.29
11/29/2019,11.27
12/2/2019,11.16
12/3/2019,10.99
12/4/2019,10.9
12/5/2019,10.79
12/6/2019,11.1
12/9/2019,10.99
12/10/2019,11.01
12/11/2019,10.97
12/12/2019,11.44
12/13/2019,11.34
12/16/2019,11.17
12/17/2019,11.1
12/18/2019,10.96
12/19/2019,11.04
12/20/2019,11.03
12/23/2019,11.16
12/24/2019,11.19
12/26/2019,11.23
12/27/2019,11.18
12/30/2019,11.08
12/31/2019,11.16
1/2/2020,11.93
1/3/2020,11.97
1/6/2020,12.14
1/7/2020,12.05
1/8/2020,11.94
1/9/2020,11.91
1/10/2020,11.67
1/13/2020,12.12
1/14/2020,12.03
1/15/2020,11.87
1/16/2020,11.84
1/17/2020,11.81
1/21/2020,11.66
1/22/2020,11.37
1/23/2020,11.77
1/24/2020,11.71
1/27/2020,11.44
1/28/2020,11.73
1/29/2020,12.94
1/30/2020,12.73
1/31/2020,12.45
2/3/2020,12.26
2/4/2020,12.58
2/5/2020,12.86
2/6/2020,12.95
2/7/2020,12.83
2/10/2020,12.91
2/11/2020,12.85
2/12/2020,13.16
2/13/2020,12.94
2/14/2020,12.83
2/18/2020,12.75
2/19/2020,12.61
2/20/2020,12.53
2/21/2020,12.25
2/24/2020,11.86
2/25/2020,11.32
2/26/2020,10.95
2/27/2020,10.39
2/28/2020,10.88
3/2/2020,11.21
3/3/2020,10.88
3/4/2020,10.95
3/5/2020,10.08
3/6/2020,9.4
3/9/2020,8.21
3/10/2020,8.85
3/11/2020,8.21
3/12/2020,7.23
3/13/2020,7.85
3/16/2020,6.66
3/17/2020,7.08
3/18/2020,6.6
3/19/2020,6.48
3/20/2020,6.52
3/23/2020,6.11
3/24/2020,7.01
3/25/2020,7.56
3/26/2020,8.12
3/27/2020,7.62
3/30/2020,7.89
3/31/2020,7.94
4/1/2020,7.04
4/2/2020,6.9
4/3/2020,6.73
4/6/2020,7.23
4/7/2020,7.03
4/8/2020,7.3
4/9/2020,7.14
4/13/2020,7.02
4/14/2020,6.93
4/15/2020,6.5
4/16/2020,6.24
4/17/2020,6.84
4/20/2020,6.51
4/21/2020,6.48
