Date,Close
1/7/2020 16:00:00,19.8
1/8/2020 16:00:00,20.13
1/9/2020 16:00:00,20.8
1/10/2020 16:00:00,20.54
1/13/2020 16:00:00,23.11
1/14/2020 16:00:00,23.85
1/15/2020 16:00:00,24.9
1/16/2020 16:00:00,24.3
1/17/2020 16:00:00,24.89
1/21/2020 16:00:00,24.15
1/22/2020 16:00:00,24.12
1/23/2020 16:00:00,24.56
1/24/2020 16:00:00,22.65
1/27/2020 16:00:00,21.56
1/28/2020 16:00:00,23.92
1/29/2020 16:00:00,23.52
1/30/2020 16:00:00,23.35
1/31/2020 16:00:00,22.55
2/3/2020 16:00:00,22.11
2/4/2020 16:00:00,22.34
2/5/2020 16:00:00,21.67
2/6/2020 16:00:00,21.17
2/7/2020 16:00:00,19.63
2/10/2020 16:00:00,19.05
2/11/2020 16:00:00,19.91
2/12/2020 16:00:00,19.65
2/13/2020 16:00:00,19.52
2/14/2020 16:00:00,22.13
2/18/2020 16:00:00,21.94
2/19/2020 16:00:00,21.77
2/20/2020 16:00:00,22.31
2/21/2020 16:00:00,21.88
2/24/2020 16:00:00,20.3
2/25/2020 16:00:00,19.62
2/26/2020 16:00:00,19.82
2/27/2020 16:00:00,18.44
2/28/2020 16:00:00,18.78
3/2/2020 16:00:00,18.62
3/3/2020 16:00:00,17.34
3/4/2020 16:00:00,17.75
3/5/2020 16:00:00,16.8
3/6/2020 16:00:00,15.28
3/9/2020 16:00:00,13.22
3/10/2020 16:00:00,14.18
3/11/2020 16:00:00,13.35
3/12/2020 16:00:00,10.92
3/13/2020 16:00:00,10.94
3/16/2020 16:00:00,10.28
3/17/2020 16:00:00,10.37
3/18/2020 16:00:00,9.73
3/19/2020 16:00:00,10.83
3/20/2020 16:00:00,11.83
3/23/2020 16:00:00,12.5
3/24/2020 16:00:00,12.98
3/25/2020 16:00:00,13.98
3/26/2020 16:00:00,15.16
3/27/2020 16:00:00,14.59
3/30/2020 16:00:00,14.46
3/31/2020 16:00:00,14.42
4/1/2020 16:00:00,13.58
4/2/2020 16:00:00,13.8
4/3/2020 16:00:00,13.25
4/6/2020 16:00:00,14.34
4/7/2020 16:00:00,14.5
4/8/2020 16:00:00,14.83
4/9/2020 16:00:00,14.57
4/13/2020 16:00:00,14.46
4/14/2020 16:00:00,15.4
4/15/2020 16:00:00,14.76
4/16/2020 16:00:00,14.47
4/17/2020 16:00:00,15.1
4/20/2020 16:00:00,15.17
4/21/2020 16:00:00,15.04
4/22/2020 16:00:00,15.02
4/23/2020 16:00:00,14.82
4/24/2020 16:00:00,15.59
4/27/2020 16:00:00,17.53
4/28/2020 16:00:00,16.74
4/29/2020 16:00:00,17.06
4/30/2020 16:00:00,16
5/1/2020 16:00:00,15.26
5/4/2020 16:00:00,15.74
5/5/2020 16:00:00,15.76
5/6/2020 16:00:00,15.36
5/7/2020 16:00:00,15.44
5/8/2020 16:00:00,15.34
5/11/2020 16:00:00,14.97
5/12/2020 16:00:00,14.77
5/13/2020 16:00:00,13.56
5/14/2020 16:00:00,13.86
5/15/2020 16:00:00,15.86
5/18/2020 16:00:00,16.32
5/19/2020 16:00:00,17.3
5/20/2020 16:00:00,16.93
5/21/2020 16:00:00,18.25
5/22/2020 16:00:00,19.42
5/26/2020 16:00:00,20.01
5/27/2020 16:00:00,19.9
5/28/2020 16:00:00,21.72
5/29/2020 16:00:00,17.37
6/1/2020 16:00:00,16.48
6/2/2020 16:00:00,16.14
6/3/2020 16:00:00,16.57
6/4/2020 16:00:00,16.63
6/5/2020 16:00:00,16.51
6/8/2020 16:00:00,17.94
6/9/2020 16:00:00,17.73
6/10/2020 16:00:00,17.69
6/11/2020 16:00:00,15.91
6/12/2020 16:00:00,16.5
6/15/2020 16:00:00,16.75
6/16/2020 16:00:00,17.8
6/17/2020 16:00:00,16.89
6/18/2020 16:00:00,17.18
6/19/2020 16:00:00,17.33
6/22/2020 16:00:00,17.37
6/23/2020 16:00:00,17.24
6/24/2020 16:00:00,16.71
6/25/2020 16:00:00,16.59
6/26/2020 16:00:00,15.95
6/29/2020 16:00:00,16.34
6/30/2020 16:00:00,16.16
7/1/2020 16:00:00,16.47
7/2/2020 16:00:00,16.45
7/6/2020 16:00:00,16.94
7/7/2020 16:00:00,16.5
7/8/2020 16:00:00,16.33
7/9/2020 16:00:00,16.02
7/10/2020 16:00:00,17.42
7/13/2020 16:00:00,17.3
7/14/2020 16:00:00,17.38
7/15/2020 16:00:00,18.15
7/16/2020 16:00:00,18.11
7/17/2020 16:00:00,17.95
7/20/2020 16:00:00,17.69
7/21/2020 16:00:00,17.65
7/22/2020 16:00:00,17.3
7/23/2020 16:00:00,16.69
7/24/2020 16:00:00,16.47
7/27/2020 16:00:00,16.96
7/28/2020 16:00:00,19.48
7/29/2020 16:00:00,18.49
7/30/2020 16:00:00,18.6
7/31/2020 16:00:00,18.28
8/3/2020 16:00:00,19.06
8/4/2020 16:00:00,19.32
8/5/2020 16:00:00,19.21
8/6/2020 16:00:00,17.52
8/7/2020 16:00:00,16.63
8/10/2020 16:00:00,17.93
8/11/2020 16:00:00,16.95
8/12/2020 16:00:00,17.25
8/13/2020 16:00:00,17.32
8/14/2020 16:00:00,17.19
8/17/2020 16:00:00,16.95
8/18/2020 16:00:00,16.92
8/19/2020 16:00:00,16.63
8/20/2020 16:00:00,16.3
8/21/2020 16:00:00,16.02
8/24/2020 16:00:00,16.43
8/25/2020 16:00:00,16.78
8/26/2020 16:00:00,16.5
8/27/2020 16:00:00,16.5
8/28/2020 16:00:00,16.9
8/31/2020 16:00:00,16.52
9/1/2020 16:00:00,16.41
9/2/2020 16:00:00,16.36
9/3/2020 16:00:00,16.44
9/4/2020 16:00:00,16.21
9/8/2020 16:00:00,15.59
9/9/2020 16:00:00,16.36
9/10/2020 16:00:00,16.42
9/11/2020 16:00:00,16.17
9/14/2020 16:00:00,16.42
9/15/2020 16:00:00,16.42
9/16/2020 16:00:00,16.48
9/17/2020 16:00:00,16.4
9/18/2020 16:00:00,16.36
9/21/2020 16:00:00,15.74
9/22/2020 16:00:00,16.04
9/23/2020 16:00:00,14.6
9/24/2020 16:00:00,14.27
9/25/2020 16:00:00,14.17
9/28/2020 16:00:00,14.21
9/29/2020 16:00:00,14.5
9/30/2020 16:00:00,14.32
10/1/2020 16:00:00,14.2
10/2/2020 16:00:00,14.05
10/5/2020 16:00:00,14.94
10/6/2020 16:00:00,14.32
